"(((0, 1), (2, 1), False), 'South')",5.858550970086627
"(((2, 1), (1, 0), True), 'North')",5.842654116532367
"(((0, 2), (2, 2), True), 'South')",5.580886293642919
"(((1, 0), (0, 2), True), 'West')",7.583499248565107
"(((0, 0), (1, 2), True), 'Stay')",6.138146732187018
"(((1, 0), (0, 2), True), 'Stay')",6.575790641912178
"(((2, 1), (2, 0), True), 'South')",10.541218036888072
"(((0, 1), None, True), 'Pick')",5.304079823804125
"(((0, 0), (0, 1), True), 'Stay')",8.2747429168944
"(((0, 0), (1, 0), True), 'Stay')",7.91114852062744
"(((1, 0), (1, 2), True), 'East')",6.280243854315113
"(((2, 0), (2, 1), True), 'Stay')",8.15754150992726
"(((0, 2), (0, 1), True), 'South')",8.737383026785228
"(((2, 2), (0, 1), True), 'South')",6.73410498172586
"(((2, 2), (0, 0), False), 'West')",5.5183786080877395
"(((2, 1), (0, 1), False), 'West')",7.922591122188697
"(((0, 2), (1, 0), True), 'South')",6.547693690440635
"(((0, 1), (1, 1), True), 'North')",6.565948257933778
"(((2, 0), (1, 0), False), 'Stay')",8.0216628380456
"(((0, 0), (0, 2), True), 'East')",6.829884479554099
"(((0, 1), (2, 0), True), 'Stay')",6.661264189852772
"(((0, 2), (2, 0), True), 'Stay')",5.663095422215552
"(((0, 1), (0, 0), False), 'Stay')",8.96085253132955
"(((0, 2), None, False), 'South')",1.1468515888049367
"(((0, 0), (1, 2), True), 'North')",7.069209527144736
"(((0, 1), (1, 1), True), 'South')",6.619286961584641
"(((2, 2), None, True), 'Pick')",3.777362027384247
"(((1, 1), None, False), 'West')",1.2402710001451511
"(((0, 1), (1, 1), True), 'East')",8.567750583932089
"(((1, 2), (2, 2), True), 'Stay')",8.174898402911676
"(((1, 0), (2, 0), True), 'East')",10.387757492896725
"(((1, 1), (1, 0), True), 'West')",7.198213166545946
"(((1, 0), (2, 0), False), 'Stay')",8.952202171770274
"(((2, 1), (1, 1), False), 'North')",6.706064329935771
